Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
ADA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,COMERCIAL
ADA,2009.0,4329222,3232664.0,3437899,3730555,4359139,515906.0,2400000.0,526322,2394185.0,28170787,984866,27504542,1972430,666245,101879,-423197,COMERCIAL
ADA,2010.0,3933254,4252784.0,2823899,4110300,3961652,0.0,2400000.0,526322,2937985.0,33435495,703597,31972541,1281199,1462954,341553,543799,COMERCIAL
ADA,2011.0,2404345,2219490.0,8580369,2740062,5698438,1026827.0,2400000.0,526323,3738877.0,43135062,482093,40771077,1545196,2363985,499989,800893,COMERCIAL
ADA,2012,2405666,2754468.0,10019394,5760086,5108958,0.0,2400000.0,1338878,4310484.0,45967148,914063,44092099,1788124,1875049,429382,571606,COMERCIAL
ADA,2012.0,2405666,2754468.0,10019394,5760086,5108958,0.0,2400000.0,1338878,4310484.0,45967148,914063,44092099,1788124,1875049,429382,571606,COMERCIAL
ADA,2013,2204376,4000326.0,11545024,3825133,8524067,665049.0,4150000.0,160483,4735477.0,50044828,1235943,48600950,1902726,1443878,352101,424994,COMERCIAL
ADA,2013.0,2204376,4000326.0,11545024,3825133,8524067,665049.0,4150000.0,160483,4735477.0,50044828,1235943,48600950,1902726,1443878,352101,424994,COMERCIAL
ADA,2014,2155635,4429602.0,15477435,3321946,14213713,0.0,4150000.0,2113292,4527013.0,49913073,1049168,49196299,3453974,716774,48247,-1736279,COMERCIAL
ADA,2014.0,2155635,4429602.0,15477435,3321946,14213713,0.0,4150000.0,2113292,4527013.0,49913073,1049168,49196299,3453974,716774,48247,-1736279,COMERCIAL
ADA,2015,49109552,8698016.0,0,9125095,13349336,0.0,4150000.0,31880912,35333137.0,59412601,1688710,55208745,5219731,4203856,679868,-7033,COMERCIAL
ADA,2015.0,6902447,5935698.0,45842045,6242138,15781221,0.0,4150000.0,33408728,36656831.0,55811899,5327407,55260677,5154059,551222,279807,444763,COMERCIAL
ADA,2016.0,53945499,4649955.0,0,13927670,13798663,0.0,4150000.0,32090440,30869121.0,51124797,3647803,53057771,6343896,-1932974,0,-4629067,COMERCIAL
COPA_AIRLINES,2021,229769761,267235162.0,0,79704965,400170624,0.0,7479681.0,9649653,0.0,391454244,0,352409751,0,39044493,13299404,25745089,COMERCIAL
COPA_AIRLINES,2022.0,486338240,323417897.0,0,278264130,544935559,0.0,7479681.0,-20923233,0.0,658117553,7946681,690488679,6486924,-32371126,-433961,-30477408,COMERCIAL
LATAM,2021,10928786,600394706.0,0,48281900,634020267,0.0,5251548.0,-76230223,0.0,927377776,74075888,1084271899,3996704,-156894123,0,-86814939,COMERCIAL
LATAM,2022.0,16735590,924846233.0,0,10876565,1424364780,0.0,5251548.0,-498911070,0.0,1712904569,71113322,-2147483648,58067028,-435727141,0,-422680847,COMERCIAL
AVIANCA,2021,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,752536476,-2147483648,-1159642,-1906644682,COMERCIAL
AVIANCA,2022.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,197316722,-2147483648,737408395,-256658652,-4463262,-801213587,COMERCIAL
EASYFLY,2021,445607061,143052311.0,0,329489985,81490950,0.0,9587670.0,168090767,0.0,317550795,28208978,312466317,38531879,5084478,2639216,-2599207,COMERCIAL
EASYFLY,2022.0,485117377,208554442.0,0,483239209,82401878,0.0,9587670.0,118443062,0.0,493702641,30658756,462781900,33659544,30920741,-24354526,3565427,COMERCIAL
EASYFLY,2008,4018517,4633121.0,14878940,9096485,7338332,0.0,6392220.0,3454274,7095761.0,23158812,158716,24356789,492032,-1197977,0,-1531293,COMERCIAL
EASYFLY,2009.0,5492069,9012643.0,23009664,16086659,16389408,0.0,6392220.0,3454274,5038308.0,37261806,544821,37442621,2421459,-180815,0,-2057453,COMERCIAL
EASYFLY,2010.0,18483189,12882699.0,33956649,38938026,15175589,0.0,6392220.0,8898645,11208922.0,53706303,-2349071,50546668,0,3159635,84321,726243,COMERCIAL
EASYFLY,2011.0,37838189,18909376.0,46831948,50465651,23230542,0.0,7976640.0,21400629,29883320.0,87630783,0,75106600,7852018,12524183,84171,4587994,COMERCIAL
EASYFLY,2012,45968697,15499521.0,55258133,66391044,18738900,0.0,7976640.0,21451234,31596406.0,102525325,0,87929483,11183378,14595842,1243932,2168532,COMERCIAL
EASYFLY,2012.0,45968697,15499521.0,55258133,66391044,18738900,0.0,7976640.0,21451234,31596406.0,102525325,0,87929483,11183378,14595842,1243932,2168532,COMERCIAL
EASYFLY,2013,52590340,18097284.0,44238969,64780607,17758253,0.0,7976640.0,21668087,32387733.0,119666659,0,104706745,10956480,14959914,2133039,1870395,COMERCIAL
EASYFLY,2013.0,52590340,18097284.0,44238969,64780607,17758253,0.0,7976640.0,21668087,32387733.0,119666659,0,104706745,10956480,14959914,2133039,1870395,COMERCIAL
EASYFLY,2014,59774949,20343393.0,40894637,61092922,25339467,0.0,7976640.0,23166032,34580590.0,128890185,0,75312619,48820193,53577566,2192066,2565307,COMERCIAL
EASYFLY,2014.0,59774949,23309382.0,37928648,-144604212,231036601,0.0,7976640.0,23166032,34580590.0,128890185,309608,113344447,11097973,15545738,2192066,2565307,COMERCIAL
EASYFLY,2015,206519307,18299904.0,5215996,193063625,35404119,0.0,7976640.0,1924612,1567463.0,140984831,715003,124168588,20446561,16816243,6291085,-9206400,COMERCIAL
EASYFLY,2015.0,171675381,35364189.0,55213634,183610454,32076542,0.0,7976640.0,36910799,46566208.0,140984831,0,77483147,61010520,63501684,1685006,806158,COMERCIAL
EASYFLY,2016.0,258616405,17129286.0,5573984,221459981,52710799,0.0,7976640.0,2358320,7148895.0,158898923,755147,127252993,23336490,31645930,3110704,5953883,COMERCIAL
EASYFLY,2017,201298400,74832583.0,17841466,181309548,79002249,0.0,7976640.0,15628595,0.0,186180760,0,153363172,17775240,32817588,11248637,3793711,COMERCIAL
EASYFLY,2018.0,228853059,92289485.0,16571607,99321498,81022628,0.0,9587670.0,135627775,0.0,241826619,0,210720491,22478977,31106128,5774145,2853006,COMERCIAL
MOON FLIGHTS,2021,0,97141895.0,0,0,435733921,0.0,200000000.0,-538592026,0.0,0,316869968,525775935,329686059,-525775935,0,-538592026,COMERCIAL
MOON FLIGHTS,2022.0,63343986,152046832.0,0,0,1895942749,0.0,200000000.0,-1880551931,0.0,0,1695087721,-2147483648,425212392,-2147483648,0,-1341959905,COMERCIAL
REGIONAL EXPRESS,2021,7690123,117339018.0,0,6224990,177665680,0.0,368800.0,-59230329,0.0,120595436,10007515,175621699,9876033,-55026263,-6815599,-61710380,COMERCIAL
REGIONAL EXPRESS,2022.0,10337846,72564699.0,0,6580974,135780557,0.0,368800.0,-59827786,0.0,195473514,4173155,182683711,184902,12789803,-4921398,11856658,COMERCIAL
SEARCA,2019,9565508,11695556.0,0,10348655,6509598,0.0,5000000.0,0,0.0,71349269,0,9161650,0,241070,1104553,1294830,COMERCIAL
SEARCA,2020.0,9630210,8499241.0,0,9328059,3779472,0.0,5000000.0,0,0.0,37465973,0,5814568,0,812616,337412,-3380891,COMERCIAL
SEARCA,2021,9076246,17261686.0,0,14648289,5999547,0.0,5000000.0,690096,0.0,76987330,408704,67249298,9619336,9738032,140776,668176,COMERCIAL
SEARCA,2022.0,6645464,20538045.0,0,2563908,18309840,0.0,5000000.0,1309761,0.0,100523034,470120,83005374,14783720,17517660,-2584395,619665,COMERCIAL
TAC,2019,29076285,3019953.0,0,8293164,1832144,0.0,5000000.0,0,0.0,10842980,0,1296113,0,860912,109106,199365,COMERCIAL
TAC,2020.0,29091382,2662450.0,0,8097635,1542915,0.0,5000000.0,0,0.0,5272329,0,708233,0,362043,66990,128116,COMERCIAL
AEXPA,2008,269239,678690.0,392951,295856,288982,0.0,585000.0,405503,756042.0,2826454,90556,2689165,185072,137289,14115,28658,COMERCIAL
AEXPA,2009.0,265150,621519.0,398034,379134,263119,0.0,585000.0,405503,642450.0,2098636,112940,2239628,79139,-140992,6401,-113591,COMERCIAL
AEXPA,2010.0,729746,209736.0,481001,529004,192568,0.0,585000.0,405503,698911.0,2233744,49426,2182535,27286,51209,16888,56461,COMERCIAL
AEXPA,2011.0,127474,925435.0,113857,466487,226076,0.0,585000.0,125503,474203.0,2606615,8798,2480586,50824,126029,28711,55292,COMERCIAL
AEXPA,2012,150283,1075165.0,250679,859308,616473,0.0,585000.0,125504,346.0,2203724,5955,2499943,178899,-296219,4695,-473858,COMERCIAL
AEXPA,2012.0,150283,1075165.0,250679,859308,616473,0.0,585000.0,125504,346.0,2203724,5955,2499943,178899,-296219,4695,-473858,COMERCIAL
AEXPA,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,COMERCIAL
AEXPA,2016,161078,863595.0,164280,119079,595389,0.0,585000.0,93656,474484.0,123510,0,81517,25730,41993,0,16263,COMERCIAL
AEXPA,2017.0,150849,952014.0,217411,261979,274636,0.0,585000.0,376694,783659.0,1399146,0,877194,495816,521952,0,26136,COMERCIAL
AEXPA,2013,150283,1075165.0,250679,859308,616473,0.0,585000.0,125504,346.0,2203724,5955,2499943,178899,-296219,4695,-473858,COMERCIAL
AEXPA,2014.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,COMERCIAL
SEARCA,2008,594104,14571960.0,0,0,11868695,0.0,672000.0,2950511,3297369.0,48509037,4355641,50392423,2191517,-1883386,605880,-325142,COMERCIAL
SEARCA,2009.0,22368029,10841111.0,0,19031108,10650522,0.0,672000.0,2942307,3527510.0,51452096,4153383,51204779,3478026,247317,684540,238134,COMERCIAL
SEARCA,2010.0,51584014,10820448.0,0,18988232,11686703,0.0,672000.0,30341606,31729527.0,53143514,3877546,51169373,4254872,1974141,794097,802718,COMERCIAL
SEARCA,2011.0,34213279,14736972.0,32608671,32392445,12223456,0.0,672000.0,34807636,36943021.0,69965671,5544017,64954785,8630347,5010886,1159205,765351,COMERCIAL
SEARCA,2012,47125703,15620146.0,45214943,39419076,18368957,0.0,672000.0,48849027,50172759.0,76241040,13356388,78322312,8749729,-2081272,1548513,976874,COMERCIAL
SEARCA,2012.0,47125703,15620146.0,45214943,39419076,18368957,0.0,672000.0,48849027,50172759.0,76241040,13356388,78322312,8749729,-2081272,1548513,976874,COMERCIAL
SEARCA,2013,61070619,14159940.0,32916847,56144530,13439846,0.0,672000.0,37115636,38563030.0,77299921,4561741,62197523,16868155,15102398,1695448,1100536,COMERCIAL
SEARCA,2013.0,61070619,14159940.0,32916847,56144530,13439846,0.0,672000.0,37115636,38563030.0,77299921,4561741,62197523,16868155,15102398,1695448,1100536,COMERCIAL
SEARCA,2014,1029335,18534540.0,7966723,7160016,6061641,2000000.0,2600000.0,9393871,12308941.0,79565674,810299,73300435,4870665,6265239,1564661,640212,COMERCIAL
SEARCA,2014.0,1029335,18534540.0,7966723,7160016,6061641,2000000.0,2600000.0,9393871,12308941.0,79565674,810299,73300435,4870665,6265239,1564661,640212,COMERCIAL
SEARCA,2015,4296791,12837950.0,596749,7728097,5807849,0.0,2600000.0,2903240,4105544.0,51640865,2251087,48501989,11035231,3138876,-694328,-4950940,COMERCIAL
SEARCA,2015.0,3248435,12627832.0,8133702,8761946,4683726,0.0,2600000.0,12108076,10564297.0,54508721,2248053,48439673,11985425,6069048,150313,-3818637,COMERCIAL
SEARCA,2016,5548930,12342989.0,548411,7985901,7060602,0.0,2600000.0,2903240,3393827.0,45720882,1405120,36780954,9336044,8939928,1720720,-711716,COMERCIAL
SEARCA,2016.0,5548930,12342989.0,548411,7985901,7060602,0.0,2600000.0,2903240,3393827.0,45720882,1405120,36780954,9336044,8939928,1720720,-711716,COMERCIAL
SEARCA,2017.0,8334088,17808293.0,517644,13122525,9601707,0.0,2600000.0,2903240,3935793.0,57874286,1160166,47325781,11561145,10548505,-394439,541965,COMERCIAL
TAC,2008,683540,1063992.0,5461793,99379,3204335,0.0,3035997.0,809388,3905612.0,4948363,79564,4711039,226997,237324,29664,60226,COMERCIAL
TAC,2009.0,662958,4539860.0,19028224,5325558,14739643,0.0,3035997.0,809388,4165842.0,8834535,2542727,11202909,0,-2368373,-85875,260229,COMERCIAL
TAC,2010.0,18674001,6323720.0,0,19196914,1917262,0.0,3035997.0,59101,3883545.0,11630570,189346,11173337,270771,457233,0,375808,COMERCIAL
TAC,2011.0,2656533,3372288.0,17057615,17131170,1838877,0.0,3035997.0,59102,4116389.0,11256502,65893,10387835,587033,868667,114684,232843,COMERCIAL
TAC,2012,4344131,2456977.0,19950344,19674060,2973510,0.0,3035997.0,44437,4103881.0,11836608,48219,10882169,651912,954439,115746,235000,COMERCIAL
TAC,2012.0,4344131,2456977.0,19950344,19674060,2973510,0.0,3035997.0,44437,4103881.0,11836608,48219,10882169,651912,954439,115746,235000,COMERCIAL
TAC,2013,6855879,4935844.0,14369252,17554085,2286599,0.0,5000000.0,18765,6320291.0,16849129,60571,14967492,1343986,1881637,203396,394826,COMERCIAL
TAC,2013.0,6855879,4935844.0,14369252,17554085,2286599,0.0,5000000.0,18765,6320291.0,16849129,60571,14967492,1343986,1881637,203396,394826,COMERCIAL
TAC,2014,6831057,824087.0,17499359,14850044,3780203,0.0,5000000.0,-10362,6524256.0,10423150,1111852,7681957,3497427,2741193,122528,233090,COMERCIAL
TAC,2014.0,6803258,3821292.0,16414411,19618614,787045,0.0,5000000.0,18765,6633302.0,10423151,1156928,9766199,1339621,656952,161249,313010,COMERCIAL
TAC,2015,6693048,2470136.0,13880119,14042287,2371903,0.0,5000000.0,27697,6629113.0,11646119,157326,7271747,4414950,4374372,49949,66799,COMERCIAL
TAC,2015.0,6693048,2470136.0,13880119,14042287,2371903,0.0,5000000.0,27697,6629113.0,11646119,157326,7271747,4414950,4374372,49949,66799,COMERCIAL
TAC,2016,28089734,2573609.0,2616685,11445118,2933388,0.0,5000000.0,12140788,18901522.0,11029811,298877,9717474,1035083,1312337,0,576131,COMERCIAL
TAC,2016.0,28089734,2573609.0,2616685,11445118,2933388,0.0,5000000.0,12140788,18901522.0,11029811,298877,9717474,1035083,1312337,0,576131,COMERCIAL
TAC,2017.0,27353397,4073814.0,2117794,11407050,2830095,0.0,5000000.0,12140789,19307860.0,9761656,259531,9062196,552654,699460,0,406337,COMERCIAL
  AEROVIAS REGIONALES DEL ORIENTE S.A.S ARO S.A.S,2021,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
  AEROVIAS REGIONALES DEL ORIENTE S.A.S ARO S.A.S,2022.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
AEROLINEAS DEL LLANO SAS,2022,440772197,899011378.0,0,0,282271963,0.0,800000000.0,257511612,0.0,-2147483648,25312986,-2147483648,31997233,209997197,-78571000,124741950,AEROTAXI
AEROLINEAS DEL LLANO SAS,2023,441415894,1178683155.0,0,0,334190376,0.0,1000000000.0,285908673,0.0,-2147483648,31686881,-2147483648,23729199,364859788,-132261000,240556470,AEROTAXI
HELISERVICE SAS,2022,-2147483648,-2147483648.0,0,640104484,1597683106,0.0,-2147483648.0,-2147483648,0.0,-2147483648,2084131958,-2147483648,616331019,-907456602,-128548350,431795987,AEROTAXI
HELISERVICE SAS,2023.0,-2147483648,1095407401.0,0,675649302,1532127192,0.0,-2147483648.0,-2147483648,0.0,-2147483648,57965878,-2147483648,546390838,744304681,-107000000,148879721,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2022,860658000,39298000.0,0,136331000,130816000,0.0,215000000.0,417809000,0.0,652202000,0,614591000,0,37611000,-13164000,24447000,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2023.0,726645000,70724000.0,0,48738000,19613000,0.0,215000000.0,514018000,0.0,786033000,0,716583000,16389000,69450000,0,53061000,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2022,-2147483648,1533392005.0,0,-2147483648,585782731,0.0,500000000.0,-2147483648,0.0,-2147483648,91887751,-2147483648,86056625,-173311622,0,-167480496,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2023.0,-2147483648,-2147483648.0,0,211027977,-2147483648,0.0,500000000.0,-2147483648,0.0,-2147483648,179533671,-2147483648,469057403,1969901699,-729797051,950580916,AEROTAXI
SERVICIO AEREO DE LA ORINOQUIA SAS,2022,85000000,865000000.0,0,0,0,0.0,950000000.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SERVICIO AEREO DE LA ORINOQUIA SAS,2023,85000000,865000000.0,0,0,0,0.0,950000000.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
ISATECH CORPORATION SAS,2022,-2147483648,-2147483648.0,0,300671431,1902759957,0.0,966000000.0,-2147483648,0.0,-2147483648,54931785,-2147483648,239692718,-2147483648,-871187000,1458691871,AEROTAXI
ISATECH CORPORATION SAS,2023.0,-2147483648,-2147483648.0,0,379173474,1936887119,0.0,966000000.0,-2147483648,0.0,-2147483648,93174754,-2147483648,177301433,1104055228,-536968000,482960549,AEROTAXI
HELIJET SAS,2022,619111713,300218385.0,0,77517773,295877645,0.0,580000000.0,-34065320,0.0,1724303994,229954158,1926360310,6625103,-202056316,0,21272739,AEROTAXI
HELIJET SAS,2023.0,666761705,223963103.0,0,138070658,202561844,0.0,580000000.0,-29907694,0.0,1572020640,18606716,1529333593,36849136,42687047,-20287000,4157627,AEROTAXI
HELIGOLFO SAS,2022,970631016,1151472344.0,0,64738856,739017073,0.0,1501710029.0,-183362598,0.0,-2147483648,0,-2147483648,145417391,600740282,-175136360,280186531,AEROTAXI
HELIGOLFO SAS,2023.0,1263613116,1092229846.0,0,60466669,486500142,0.0,1501710029.0,307166122,0.0,-2147483648,0,-2147483648,112421224,926837554,-323887800,490528530,AEROTAXI
HELICENTRO SAS,2022,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,2027552000,-2147483648,405196000,-2147483648,-2147483648,-2147483648,AEROTAXI
HELICENTRO SAS,2023.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,725000,-2147483648,-2147483648,-2147483648,-1647734000,-1161146000,AEROTAXI
HANGAR 29 SAS,2022,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1050000000.0,-2147483648,0.0,-2147483648,57702297,-2147483648,285394050,1585824622,-492230235,865902634,AEROTAXI
HANGAR 29 SAS,2023.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1050000000.0,-2147483648,0.0,-2147483648,1013858702,-2147483648,833244915,913757804,-639675162,454696429,AEROTAXI
CHARTER DEL CARIBE SAS,2022,874759000,172520000.0,0,110576000,302635000,0.0,500000000.0,134068000,0.0,768299000,1526000,637023000,55370000,131276000,-34672000,42760000,AEROTAXI
CHARTER DEL CARIBE SAS,2023.0,727108000,316651000.0,0,99999000,257444000,0.0,500000000.0,186316000,0.0,588759000,101150000,555924000,49691000,32835000,-32045000,52249000,AEROTAXI
LLANERA DE AVIACION SAS,2022,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1042943000.0,-2147483648,0.0,-2147483648,1301676464,-2147483648,-2147483648,-2147483648,-633275000,-2147483648,AEROTAXI
LLANERA DE AVIACION SAS,2023.0,-2147483648,-2147483648.0,0,-2147483648,913682733,0.0,1042943000.0,-2147483648,0.0,-2147483648,1279367346,-2147483648,-2147483648,860444930,-343237000,-1611934804,AEROTAXI
ALLIANCE AVIATION COLOMBIA SAS,2022,231229000,894203000.0,0,7520000,910665000,0.0,250000000.0,-42753000,0.0,-2147483648,25815000,-2147483648,20635000,531135000,-169272000,367043000,AEROTAXI
ALLIANCE AVIATION COLOMBIA SAS,2023.0,26946000,-2147483648.0,0,36000,-2147483648,0.0,250000000.0,-1204689000,0.0,-2147483648,0,-2147483648,183807000,-971886000,-14450000,-1170143000,AEROTAXI
RIO SUR SAS,2022,-2147483648,-2147483648.0,0,671835369,1980622997,0.0,-2147483648.0,31417559,0.0,-2147483648,343211208,-2147483648,142363399,507167575,-310568306,397447078,AEROTAXI
RIO SUR SAS,2023.0,-2147483648,1964675304.0,0,812723169,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,278270637,-2147483648,352973628,-2147483648,-6116419,-2147483648,AEROTAXI
AERO TAXI GUAYMARAL SAS,2022,1982970264,235212000.0,0,501002000,154554000,0.0,860000000.0,702626264,0.0,1441855000,8390000,1373912000,14666000,67943000,-54434000,7233000,AEROTAXI
AERO TAXI GUAYMARAL SAS,2023.0,-2147483648,606176557.0,0,-2147483648,437130667,0.0,860000000.0,-282086557,0.0,185754200,41111540,1182989017,29174373,-997234817,0,-985297650,AEROTAXI
AVIANLINE CHAERTERS SAS,2022,1096687000,671785000.0,0,0,139505000,0.0,1200000000.0,428967000,0.0,-2147483648,0,-2147483648,0,179569000,0,179569000,AEROTAXI
AVIANLINE CHAERTERS SAS,2023.0,1109145000,1426527330.0,0,0,725606798,0.0,1200000000.0,610065532,0.0,-2147483648,0,-2147483648,3341000,184439532,0,181098532,AEROTAXI
AVIONES DEL CESAR SAS,2022,2104503901,1997272397.0,0,31501524,1198912946,0.0,1400000000.0,1471361828,0.0,-2147483648,96660738,-2147483648,178959414,138912002,-42018000,14595326,AEROTAXI
AVIONES DEL CESAR SAS,2023.0,1312155313,-2147483648.0,0,5600477,727926072,0.0,1400000000.0,1607345034,0.0,-2147483648,598962432,-2147483648,53591840,-313796677,-95590709,135983206,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2022,1619780000,45353000.0,0,385600000,28433000,0.0,734000000.0,517100000,0.0,479743000,0,438691000,0,41052000,0,41052000,AEROTAXI
AEROLINEAS LLANERAS ARALL LTDA,2023.0,1575402000,68466000.0,0,325600000,40859000,0.0,734000000.0,543409000,0.0,441495000,0,401585000,0,39910000,0,39910000,AEROTAXI
AEROEJECUTIVOS DE ANTIOQUIA SAS,2022,-2147483648,198546388.0,0,-2147483648,473961794,0.0,463500000.0,586178132,0.0,-2147483648,1573239802,-2147483648,19649446,-1367812419,-65022278,120755659,AEROTAXI
AEROEJECUTIVOS DE ANTIOQUIA SAS,2023.0,-2147483648,447777515.0,0,-2147483648,447372057,0.0,463500000.0,756739447,0.0,-2147483648,100856923,-2147483648,18473466,214816160,-110485579,186714038,AEROTAXI
PACIFICA DE AVIACION SAS,2022,-2147483648,1599815818.0,0,857884965,1236713679,0.0,-2147483648.0,-93678705,0.0,-2147483648,31635925,-2147483648,230639390,434235615,-123945000,111287150,AEROTAXI
PACIFICA DE AVIACION SAS,2023.0,-2147483648,-2147483648.0,0,477998720,1934253118,0.0,-2147483648.0,1091633596,0.0,-2147483648,1666982991,-2147483648,302738471,-376255904,-210428000,777560616,AEROTAXI
AVIATEC SAS,2022,-2147483648,131149855.0,0,0,-2147483648,0.0,-2147483648.0,-2147483648,0.0,0,44440,596687155,45398240,-596687155,0,-642040955,AEROTAXI
AVIATEC SAS,2023.0,-2147483648,121373614.0,0,0,-2147483648,0.0,-2147483648.0,-2147483648,0.0,0,30505,502959173,20370442,-502959173,0,-523299110,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2022,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-1627000000,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,AEROTAXI
INTERNACIONAL EJECUTIVA DE AVIACION SAS,2023.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,AEROTAXI
NATIV AIR SAS,2022,-2147483648,-2147483648.0,0,1593550377,1517004271,0.0,1100000000.0,-2147483648,0.0,-2147483648,1840263739,-2147483648,133290885,87391267,-225009000,1569355121,AEROTAXI
NATIV AIR SAS,2023.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,1100000000.0,-2147483648,0.0,-2147483648,781541622,-2147483648,562059714,1270660070,-286253000,1203888978,AEROTAXI
SYNERJET LATINA,2022,464414000,1463776000.0,0,0,148210000,0.0,1062614000.0,717366000,0.0,-2147483648,177003000,-2147483648,107483000,353602000,0,423122000,AEROTAXI
SYNERJET LATINA,2023.0,498765000,1834826000.0,0,0,574791000,0.0,1062614000.0,696186000,0.0,-2147483648,229660000,-2147483648,156661000,-73080000,-21099000,-21180000,AEROTAXI
TAXI AEREO COLOMBIANO,2022,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO COLOMBIANO,2023.0,88558144,364789905.0,0,0,21351076,0.0,180000000.0,251996973,0.0,451950000,25835332,424778745,0,27171255,-18554290,34452297,AEROTAXI
GOOD FLY CO SAS,2022,52593074,1869739791.0,0,15330837,460455339,0.0,1500000000.0,-53453311,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-69452000,-2147483648,AEROTAXI
GOOD FLY CO SAS,2023.0,123766322,-2147483648.0,0,746559043,804833355,0.0,1500000000.0,235285923,0.0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-172861000,-2147483648,AEROTAXI
SOLAIR SAS,2022,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,854000000.0,2112793988,0.0,-2147483648,43746368,-2147483648,627184411,1201290069,-243446000,374406026,AEROTAXI
SOLAIR SAS,2023.0,-2147483648,-2147483648.0,0,1944123423,-2147483648,0.0,854000000.0,-2147483648,0.0,-2147483648,16548026,-2147483648,971397450,1953230644,-438810000,559571220,AEROTAXI
HELICOPTEROS AGRICOLAS DE COLOMBIA SAS,2022,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
HELICOPTEROS AGRICOLAS DE COLOMBIA SAS,2023.0,607801,171035.0,0,0,359350,0.0,450000.0,-30514,0.0,747061,686,668652,1689,78409,-26539,50867,AEROTAXI
