Empresa,Año,ACTIVO FIJO,ACTIVO CORRIENTE,OTROS ACTIVOS,PASIVO A LARGO PLAZO,PASIVO CORRIENTE,OTROS PASIVOS,CAPITAL SOCIAL,OTROS PATRIMONIO,TOTAL PATRIMONIO,INGRESOS OPERACIONALES,OTROS INGRESOS,COSTOS Y GASTOS OPERACIONALES,OTROS GASTOS,UTILIDAD (PERDIDA) OPERACIONAL,PROVISION PARA IMPUESTOS,UTILIDAD (PERDIDA) NETA,TIPO_EMPRESA
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2016.0,8900632,2624786.0,725669,3101530,1296981,0.0,500000.0,84060,7852576.0,8057504,0,8342053,418835,-284549,29322,-732706,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2017.0,8757855,1784530.0,707480,3083250,819533,0.0,500000.0,84060,7347082.0,6148383,109457,6358845,236222,-210462,168267,-505494,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2019,14603157,3426765.0,0,4944009,1791826,0.0,500000.0,0,0.0,9744434,0,2527684,0,1068412,508168,2541688,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2020.0,15394581,2681796.0,0,7448980,1482307,0.0,500000.0,0,0.0,5655870,0,2664066,0,-1768952,12507,-2148996,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2021,-2147483648,980210000.0,0,-2147483648,924779000,0.0,500000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,0,0,AEROTAXI
SOCIEDAD AERONAUTICA DE SANTANDER SAS,2022.0,-2147483648,1533392005.0,0,-2147483648,585782731,0.0,500000000.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-146645175,0,0,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2012,79204,373864.0,0,0,55227,0.0,215000.0,76023,397842.0,1213466,0,1198672,991,14794,4882,8921,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2013,83204,426048.0,0,0,97141,0.0,215000.0,64115,412111.0,1393353,0,1350713,0,42640,7542,35098,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2013.0,83204,426048.0,0,0,97141,0.0,215000.0,64115,412111.0,1393353,0,1350713,0,42640,7542,35098,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2014,341204,297792.0,0,127447,87365,0.0,215000.0,21188,424184.0,2082817,0,2027817,0,55000,0,55000,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2014.0,341204,297792.0,0,127447,87365,0.0,215000.0,21188,424184.0,2082817,0,2027817,0,55000,0,55000,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2015,497065,322599.0,0,328563,31352,0.0,215000.0,21188,459749.0,1218895,0,1170276,13145,48619,0,35474,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2015.0,497065,322599.0,0,328563,31352,0.0,215000.0,21188,236188.0,1218895,0,1170276,13145,48619,0,35474,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2016,584935,266995.0,0,315105,42276,0.0,215000.0,21188,494549.0,497219,0,462419,0,34800,0,34800,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2016.0,584935,266995.0,0,315105,42276,0.0,215000.0,21188,494549.0,497219,0,462419,0,34800,0,34800,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2017.0,584935,309230.0,0,322034,77582,0.0,215000.0,21188,494549.0,455897,0,421097,0,34800,0,34800,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2019,716330,192894.0,0,309720,29452,0.0,215000.0,0,0.0,507466,341095,113659,7906625,19412,0,35000,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2020.0,723830,218221.0,0,310817,29068,0.0,215000.0,0,0.0,401630,5890477,135020,10602671,46999,0,32114,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2021,719330,38219.0,0,136331,12856,0.0,215000.0,393362,0.0,203250,0,218651,0,-15401,2783,0,AEROTAXI
SERVICIOS AEREOS DEL GUAVIARE LTDA,2022.0,860658,39298.0,0,136331,130816,0.0,215000.0,417809,0.0,652202,0,614591,0,37611,13164,0,AEROTAXI
SICHER HELICOPTERS SAS,2021,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,-2147483648,0.0,-2147483648,0,-2147483648,0,-2147483648,0,0,AEROTAXI
SICHER HELICOPTERS SAS,2022.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,1880757549,0.0,-2147483648,0,-2147483648,0,-1917197030,0,0,AEROTAXI
SICHER HELICOPTERS SAS,2012,248427,3660751.0,1967159,2677838,2056157,0.0,650550.0,0,1142342.0,7001162,302235,6892798,361410,108364,0,49189,AEROTAXI
SICHER HELICOPTERS SAS,2013,312480,4116676.0,1701020,1572622,3489283,0.0,650550.0,0,1068271.0,8095210,140054,7687364,480733,407846,64609,2558,AEROTAXI
SICHER HELICOPTERS SAS,2013.0,312480,4116676.0,1701020,1572622,3489283,0.0,650550.0,0,1068271.0,8095210,140054,7687364,480733,407846,64609,2558,AEROTAXI
SICHER HELICOPTERS SAS,2014,312480,4116676.0,1701020,1572622,3489283,0.0,650550.0,0,650550.0,8095210,140054,7687364,480733,407846,64609,2558,AEROTAXI
SICHER HELICOPTERS SAS,2014.0,255147,4978286.0,8873781,775088,3462017,0.0,1065713.0,8854935,9870109.0,11078672,300851,10534316,732196,544356,166108,-53097,AEROTAXI
SICHER HELICOPTERS SAS,2015.0,255147,4978286.0,8873781,775088,3462017,0.0,1065713.0,8854935,9920648.0,11078672,300851,10534316,732196,544356,166108,-53097,AEROTAXI
SICHER HELICOPTERS SAS,2015,1319624,1208779.0,9151552,0,4255801,0.0,1868848.0,8888296,7424154.0,669537,1558915,4056779,1424887,-3387242,29237,-3282451,AEROTAXI
SICHER HELICOPTERS SAS,2016,11670285,1360349.0,79562,4677619,1814186,0.0,2899796.0,10386832,6618391.0,3413568,1536769,6827220,1307383,-3413652,183136,-3367402,AEROTAXI
SICHER HELICOPTERS SAS,2016.0,11670285,1360349.0,79562,4677619,1814186,0.0,2899796.0,10386832,6618391.0,3413568,1536769,6827220,1307383,-3413652,183136,-3367402,AEROTAXI
SICHER HELICOPTERS SAS,2017.0,11633932,4112954.0,30698,10774077,562728,0.0,2899796.0,10386831,4440779.0,8253929,761050,10166518,1026072,-1912589,0,-2177611,AEROTAXI
SICHER HELICOPTERS SAS,2019,16851477,1679766.0,0,13506694,871519,0.0,2899796.0,0,0.0,4240749,-2147483648,1406389,-2147483648,-2029257,0,-2340281,AEROTAXI
SICHER HELICOPTERS SAS,2020.0,19533098,956775.0,0,15148154,507412,0.0,2899796.0,0,0.0,2375040,909695680,1201453,-2147483648,-1307931,0,-2074842,AEROTAXI
SOLUCIONES INTEGRALES GNSS SAS,2019,1145435,1299485.0,0,641343,867732,0.0,970000.0,0,0.0,847070,0,17328,7379223,29053,13051,9615,AEROTAXI
SOLUCIONES INTEGRALES GNSS SAS,2020.0,1179445,1274724.0,0,308496,531681,0.0,1684650.0,0,0.0,202732,2231,31877,1366302,-42528,2277,-56958,AEROTAXI
SOLUCIONES INTEGRALES GNSS SAS,2021,1259859212,1176469805.0,0,130724607,595940203,0.0,1684650000.0,25014207,0.0,187468212,0,157584165,0,29884047,7247000,0,AEROTAXI
SOLUCIONES INTEGRALES GNSS SAS,2022.0,1259859212,1368246586.0,0,130724607,783254030,0.0,1684650000.0,29477161,0.0,315008403,0,303818379,0,11190024,5363000,0,AEROTAXI
SOLAIR SAS,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SOLAIR SAS,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SOLAIR SAS,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SOLAIR SAS,2011.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
SOLAIR SAS,2012,573653,692318.0,0,116592,200702,0.0,854000.0,1058,948675.0,1483089,25653,1428559,31829,54530,12500,35854,AEROTAXI
SOLAIR SAS,2012.0,573653,692318.0,0,116592,200702,0.0,854000.0,1058,948675.0,1483089,25653,1428559,31829,54530,12500,35854,AEROTAXI
SOLAIR SAS,2013,842824,1696554.0,0,9506,1486708,0.0,854000.0,1058,1043164.0,3282084,9355,3079649,55723,202435,61579,94488,AEROTAXI
SOLAIR SAS,2013.0,842824,1696554.0,0,9506,1486708,0.0,854000.0,1058,1043164.0,3282084,9355,3079649,55723,202435,61579,94488,AEROTAXI
SOLAIR SAS,2014,614051,2908759.0,108052,739782,1743732,0.0,854000.0,1059,855059.0,4441615,11127,4187762,88129,253853,60129,116722,AEROTAXI
SOLAIR SAS,2014.0,902103,3082167.0,0,970311,1805264,0.0,854000.0,1059,1208695.0,4948635,11452,4544050,97259,404585,86070,232708,AEROTAXI
SOLAIR SAS,2015,3130612,2126158.0,13800,1049534,1058615,0.0,854000.0,302869,3162421.0,3586533,841370,3689636,155909,-103103,286016,296342,AEROTAXI
SOLAIR SAS,2015.0,769663,2166135.0,114402,822733,1046944,0.0,854000.0,12731,866731.0,3586533,338429,3687643,155909,-101110,59907,21503,AEROTAXI
SOLAIR SAS,2016,4879542,1224680.0,41400,2037853,861398,0.0,854000.0,599210,3246371.0,3873970,13806,3454505,296174,419465,53146,83951,AEROTAXI
SOLAIR SAS,2016.0,4879542,1224680.0,41400,2037853,861398,0.0,854000.0,599210,3246371.0,3873970,13806,3454505,296174,419465,53146,83951,AEROTAXI
SOLAIR SAS,2017.0,4453968,1216967.0,0,1922859,898458,0.0,854000.0,1487796,2849618.0,3440962,280866,3271070,277241,169892,63315,110202,AEROTAXI
STARBLUE AIRLINES SAS,2021,92194392,247000.0,0,0,11874316,0.0,168000000.0,-87432924,0.0,0,0,20753524,0,-20753524,0,0,AEROTAXI
STARBLUE AIRLINES SAS,2022.0,92194392,247000.0,0,0,11874316,0.0,168000000.0,-87432924,0.0,0,0,20753524,0,-20753524,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2012,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2013,970557,106445.0,0,0,60310,0.0,794000.0,139499,1016692.0,427684,54676,430303,3021,-2619,0,49036,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2013.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2014,970557,106445.0,0,0,60310,0.0,794000.0,139499,933499.0,427684,54676,430303,3021,-2619,0,49036,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2014.0,970557,106445.0,0,0,60310,0.0,794000.0,139499,1016692.0,482360,0,430303,3021,52057,0,49036,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2015.0,970557,106445.0,0,0,60310,0.0,794000.0,139499,933499.0,482360,0,430303,3021,52057,0,49036,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2015,970557,106445.0,0,0,60310,0.0,794000.0,139499,1016692.0,482360,0,430303,3021,52057,0,49036,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2016,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2016.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2009.0,924473,65792.0,259734,687089,98876,0.0,214000.0,552871,464035.0,155509,0,165101,380,-9592,0,-9972,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2010.0,843388,77203.0,404824,766857,86494,0.0,214000.0,552870,472063.0,326451,0,313687,53,12764,4683,8028,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2011.0,562607,317579.0,404824,0,346815,0.0,794000.0,552870,938195.0,0,0,0,0,0,0,-113868,AEROTAXI
TAXI AEREO CARIBEÑO LTDA,2012.0,947286,43363.0,0,0,43433,0.0,794000.0,552871,947216.0,516859,4092,498362,7421,18497,6148,9020,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2021,88558000,286532000.0,0,0,6100000,0.0,180000000.0,188990000,0.0,0,0,0,0,22363000,0,0,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2022.0,88558144,325723122.0,0,0,16980640,0.0,180000000.0,217300626,0.0,412070000,0,374234000,0,37836000,15245000,0,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2009.0,25401,220307.0,0,0,377,0.0,180000.0,198063,245331.0,48740,0,46466,0,2274,0,2274,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2010.0,25401,226167.0,0,0,391,0.0,180000.0,198063,251177.0,51240,0,43737,1657,7503,0,5846,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2011.0,25401,231596.0,0,0,407,0.0,180000.0,198063,256591.0,67160,0,61746,0,5414,0,5414,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2012,25401,236515.0,0,0,0,0.0,180000.0,198063,261917.0,67200,0,61874,0,5326,0,5326,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2012.0,25401,236515.0,0,0,0,0.0,180000.0,198063,261917.0,67200,0,61874,0,5326,0,5326,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2013,25402,242096.0,0,0,150,0.0,180000.0,198063,267348.0,68200,0,62769,0,5431,0,5431,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2013.0,25402,242096.0,0,0,150,0.0,180000.0,198063,267348.0,68200,0,62769,0,5431,0,5431,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2014,25401,259610.0,0,0,255,0.0,180000.0,198063,284756.0,147525,0,130117,0,17408,0,17408,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2014.0,25401,259610.0,0,0,255,0.0,180000.0,198063,284756.0,147525,0,130117,0,17408,0,17408,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2015,101604,212201.0,0,0,2118,0.0,180000.0,198063,311687.0,264750,0,236853,0,27897,0,27897,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2015.0,101604,212201.0,0,0,2118,0.0,180000.0,198063,378063.0,264750,0,236853,0,27897,0,27897,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2016,101604,220297.0,0,0,612,0.0,180000.0,198063,321289.0,141750,0,123450,0,18300,0,18300,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2016.0,101604,220297.0,0,0,612,0.0,180000.0,198063,321289.0,141750,0,123450,0,18300,0,18300,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2017.0,97835,229855.0,0,0,11032,0.0,180000.0,212500,316658.0,291900,0,268548,0,23352,7940,15412,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2019,93196,263595.0,0,0,4809,0.0,180000.0,0,0.0,172175,0,57323,0,114852,7382,14988,AEROTAXI
TAXI AEREO COLOMBIANO LTDA,2020.0,88558,271147.0,0,0,6146,0.0,180000.0,0,0.0,54250,91887751,56806,112723072,-2556,742,1578,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2008,234681,82872.0,0,0,19632,0.0,216000.0,48227,297921.0,27580,44591,53305,12009,-25725,2262,4595,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2009.0,296964,43247.0,0,0,38957,0.0,216000.0,48227,301254.0,170124,2101,162420,0,7704,3236,6569,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2010.0,322281,50340.0,0,0,65151,0.0,216000.0,48884,307470.0,186105,0,176828,0,9277,3061,6216,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2011.0,277757,205900.0,2078,72623,96142,0.0,216000.0,49506,316971.0,479213,0,435090,29944,44123,4679,9500,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2012,279835,87647.0,928,0,27543,0.0,315698.0,0,340866.0,612254,0,587086,0,25168,0,25168,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2012.0,279835,87647.0,928,0,27543,0.0,315698.0,0,340866.0,612254,0,587086,0,25168,0,25168,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2013,321835,78896.0,2646,0,61367,0.0,216000.0,0,342010.0,197010,2,175168,10171,21842,0,11673,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2013.0,321835,78896.0,2646,0,61367,0.0,216000.0,0,342010.0,197010,2,175168,10171,21842,0,11673,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2014,321835,78896.0,2646,0,61367,0.0,216000.0,0,216000.0,197010,2,175168,10171,21842,0,11673,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2014.0,216000,25831.0,0,0,20890,0.0,216000.0,11434,220941.0,49700,165000,159669,172613,-109969,3487,-121069,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2015,216000,17915.0,0,0,6241,0.0,216000.0,0,227674.0,65474,26950,83299,0,-17825,2392,6733,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2015.0,216000,25831.0,0,0,20890,0.0,216000.0,11434,227434.0,49700,165000,159669,172613,-109969,3487,-121069,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2016,216000,23971.0,0,0,11679,0.0,216000.0,0,228292.0,72718,0,72100,0,618,0,618,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2016.0,216000,23971.0,0,0,11679,0.0,216000.0,0,228292.0,72718,0,72100,0,618,0,618,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2017.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2019,227388,13078.0,0,0,0,0.0,216000.0,0,0.0,33800,0,42018,0,605,0,0,AEROTAXI
TRANSPORTES AEREOS DEL ARIARI LTDA,2020.0,226188,12693.0,0,0,0,0.0,216000.0,0,0.0,0,5720000,1200,0,-1200,385,-1585,AEROTAXI
TAXCO SAS,2008,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2009.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2010.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2011.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2012.0,471571,698238.0,0,345427,985,0.0,900000.0,0,823397.0,0,0,76279,324,-76279,0,-76603,AEROTAXI
TAXCO SAS,2012,471571,698238.0,0,345427,985,0.0,900000.0,0,823397.0,0,0,76279,324,-76279,0,-76603,AEROTAXI
TAXCO SAS,2013,562533,617036.0,0,205000,125651,0.0,900000.0,2552,848918.0,364079,14000,339411,2552,24668,13147,22969,AEROTAXI
TAXCO SAS,2013.0,562533,617036.0,0,205000,125651,0.0,900000.0,2552,848918.0,364079,14000,339411,2552,24668,13147,22969,AEROTAXI
TAXCO SAS,2014,555346,681640.0,130083,100000,413434,0.0,900000.0,3024,853635.0,562652,59131,608029,6607,-45377,2902,4245,AEROTAXI
TAXCO SAS,2014.0,555346,681640.0,130083,100000,413434,0.0,900000.0,3024,853635.0,562652,59131,608029,6607,-45377,2902,4245,AEROTAXI
TAXCO SAS,2015,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2015.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,AEROTAXI
TAXCO SAS,2016,1441351,366855.0,0,9430,101071,0.0,900000.0,65551,1697705.0,366191,783,267409,6674,98782,0,92891,AEROTAXI
TAXCO SAS,2016.0,1441351,366855.0,0,9430,101071,0.0,900000.0,65551,1697705.0,366191,783,267409,6674,98782,0,92891,AEROTAXI
TAXCO SAS,2017.0,1439589,361922.0,0,3565,54092,0.0,900000.0,65552,1743854.0,148469,382,100431,2272,48038,0,46148,AEROTAXI
TECNIAEREAS LTDA,2008,5855803,2713442.0,699996,448718,87592,0.0,2500000.0,1434867,2670486.0,3481277,1838504,3125149,1992113,356128,85003,117516,AEROTAXI
TECNIAEREAS LTDA,2009.0,555219,2430622.0,699996,408846,633158,0.0,2500000.0,2645709,3961230.0,2450366,1947676,3148071,1126684,-697705,31633,91654,AEROTAXI
TECNIAEREAS LTDA,2010.0,4970371,3278045.0,5933025,382796,893292,0.0,2500000.0,6681500,8290351.0,4978176,634447,4668001,433903,310175,208224,302495,AEROTAXI
TECNIAEREAS LTDA,2011.0,4510402,4703868.0,5933025,3885400,1553257,0.0,2500000.0,7775773,9708638.0,6478161,660433,5850833,737002,627328,196496,354263,AEROTAXI
TECNIAEREAS LTDA,2012,4143340,4387679.0,5933025,3536983,1287385,0.0,2500000.0,7811199,9639676.0,6029593,759872,6062298,426718,-32705,132932,167517,AEROTAXI
TECNIAEREAS LTDA,2012.0,4143340,4387679.0,5933025,3536983,1287385,0.0,2500000.0,7811199,9639676.0,6029593,759872,6062298,426718,-32705,132932,167517,AEROTAXI
TECNIAEREAS LTDA,2013.0,3936342,3200712.0,6210563,2929963,595058,0.0,2500000.0,7978717,9822596.0,6029593,759872,6062298,426717,-32705,132933,167517,AEROTAXI
VERTICAL DE AVIACION LTDA,2008,49897064,59909065.0,0,9558722,47976597,0.0,2000000.0,41313838,52270810.0,72303745,12597729,64868783,9122993,7434962,1952727,8956971,AEROTAXI
VERTICAL DE AVIACION LTDA,2009.0,56562050,65104632.0,0,19443118,44063688,0.0,2000000.0,54332688,58159875.0,75056175,4416999,68878790,6781514,6177385,1985683,1827186,AEROTAXI
VERTICAL DE AVIACION LTDA,2010.0,51768692,130966516.0,0,27783589,86053682,0.0,2000000.0,51170397,68897937.0,202173480,15111284,179892492,15525733,22280988,6139000,15727539,AEROTAXI
VERTICAL DE AVIACION LTDA,2011.0,9434714,166942600.0,65234662,14505895,113383183,0.0,2000000.0,64391997,113722896.0,449365364,30603530,397298761,31436488,52066603,3902746,47330899,AEROTAXI
VERTICAL DE AVIACION LTDA,2012,17080852,205232199.0,71111532,35443619,155811698,0.0,2000000.0,58961721,102169265.0,449520560,26654268,396860021,34253116,52660539,3854147,41207544,AEROTAXI
VERTICAL DE AVIACION LTDA,2012.0,17080852,205232199.0,71111532,35443619,155811698,0.0,2000000.0,58961721,102169265.0,449520560,26654268,396860021,34253116,52660539,3854147,41207544,AEROTAXI
VERTICAL DE AVIACION LTDA,2013,20744184,220462836.0,174024006,36690829,141878382,0.0,2000000.0,182932214,236661814.0,474996956,25704626,412071708,31847185,62925248,5053089,51729600,AEROTAXI
VERTICAL DE AVIACION LTDA,2013.0,20744184,220462836.0,174024006,36690829,141878382,0.0,2000000.0,182932214,236661814.0,474996956,25704626,412071708,31847185,62925248,5053089,51729600,AEROTAXI
VERTICAL DE AVIACION LTDA,2014,96857485,162382918.0,51939678,68369564,128523521,0.0,2000000.0,132196091,134196091.0,175960529,43340224,192569834,45502387,-16609305,1137627,-19909095,AEROTAXI
VERTICAL DE AVIACION LTDA,2014.0,29609085,212745194.0,187731081,66516844,133790076,0.0,2000000.0,233732012,229778440.0,180645783,40084157,180570960,45279637,74823,832915,-5953572,AEROTAXI
VERTICAL DE AVIACION LTDA,2015,75142696,197617360.0,72243894,70848979,158050558,0.0,2000000.0,129738276,116104413.0,87334134,73143859,86844580,67374222,489554,2962096,3297095,AEROTAXI
VERTICAL DE AVIACION LTDA,2015.0,75142696,197617360.0,72243894,70848979,158050558,0.0,2000000.0,129738276,131738276.0,87334134,73143859,86844580,67374222,489554,2962096,3297095,AEROTAXI
VERTICAL DE AVIACION LTDA,2016,70161333,176546148.0,106063734,109792467,126338683,0.0,5000000.0,122628574,121642065.0,50629585,38774958,44182153,41706810,6447432,1675025,1840555,AEROTAXI
VERTICAL DE AVIACION LTDA,2016.0,70161333,176546148.0,106063734,109792467,126338683,0.0,5000000.0,122628574,121642065.0,50629585,38774958,44182153,41706810,6447432,1675025,1840555,AEROTAXI
VERTICAL DE AVIACION LTDA,2017.0,71112445,174465754.0,109302571,122098614,124614151,0.0,6000000.0,86618728,108168005.0,40809885,4303650,38824531,13646817,1985354,594048,-7951861,AEROTAXI
VERTICAL DE AVIACION LTDA,2019,230587622,155906728.0,0,194721239,109505332,0.0,2000000.0,0,0.0,72550289,-2147483648,17649547,-2147483648,3136561,538027,-19386834,AEROTAXI
VERTICAL DE AVIACION LTDA,2020.0,222675180,165754252.0,0,211930285,115359511,0.0,2000000.0,0,0.0,80962118,-1726932901,20017144,-2147483648,1462658,1000507,-21128141,AEROTAXI
VERTICAL DE AVIACION LTDA,2021,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,0,0.0,-2147483648,0,-2147483648,0,-1404753036,1832347748,0,AEROTAXI
VERTICAL DE AVIACION LTDA,2022.0,-2147483648,-2147483648.0,0,-2147483648,-2147483648,0.0,-2147483648.0,0,0.0,-2147483648,0,-2147483648,0,-2147483648,0,0,AEROTAXI
VIANA LTDA,2008,1605618,250384.0,81992,925181,213234,0.0,831656.0,167513,799579.0,1046292,0,949801,49259,96491,18751,28480,AEROTAXI
VIANA LTDA,2009.0,1530520,165989.0,285186,892616,227410,0.0,831656.0,168628,861669.0,767649,0,695138,51318,72511,6993,14199,AEROTAXI
VIANA LTDA,2010.0,1268598,393299.0,165800,306812,220108,0.0,1250000.0,168628,1300777.0,1371398,930,1310147,7251,61251,17577,37352,AEROTAXI
VIANA LTDA,2011.0,1117901,582893.0,187025,283617,275820,0.0,1250000.0,159178,1328380.0,1616568,9969,1540836,24823,75732,20090,40788,AEROTAXI
VIANA LTDA,2012,1039803,506653.0,246361,210138,227548,0.0,1250000.0,163257,1355130.0,1331255,9293,1271753,28873,59502,13173,26749,AEROTAXI
VIANA LTDA,2012.0,1039803,506653.0,246361,210138,227548,0.0,1250000.0,163257,1355130.0,1331255,9293,1271753,28873,59502,13173,26749,AEROTAXI
VIANA LTDA,2013,1184482,618103.0,67049,0,497418,0.0,1250000.0,165933,1372216.0,1475621,15029,1449144,10926,26477,13495,17085,AEROTAXI
VIANA LTDA,2013.0,1184482,618103.0,67049,0,497418,0.0,1250000.0,165933,1372216.0,1475621,15029,1449144,10926,26477,13495,17085,AEROTAXI
VIANA LTDA,2014.0,1099774,703187.0,61626,53333,373355,0.0,1250000.0,122217,1437899.0,1739977,7404,1635117,19169,104860,27413,65682,AEROTAXI
VIANA SAS,2014,1099774,703187.0,61626,53333,373355,0.0,1250000.0,122217,1437899.0,1739977,7404,1635117,19169,104860,27413,65682,AEROTAXI
VIANA SAS,2015,1018710,901202.0,85803,59173,475118,0.0,1250000.0,129784,1471424.0,1739977,15427,1678156,23764,61821,19958,33526,AEROTAXI
VIANA SAS,2015.0,1018710,901202.0,85803,59173,475118,0.0,1250000.0,129784,1379784.0,1739977,15427,1678156,23764,61821,19958,33526,AEROTAXI
